,lat,distance,name,id,type,providerId,firstName,lastName,specialties,hospitalAffiliations,addressState,geom.crs.type,geom.crs.properties.name,geom.type,geom.coordinates,nursingHome.averageNumberOfResidentsInCertifiedBedsFootnotes,nursingHome.overallRatingFootnotes,nursingHome.healthInspectionRatingFootnotes,nursingHome.qmRatingFootnotes,nursingHome.staffingRatingFootnotes,nursingHome.longStayQMRatingFootnotes,nursingHome.shortStayQMRatingFootnotes,nursingHome.rnStaffingRatingFootnotes,nursingHome.ptStaffingFootnotes,nursingHome.dateImported,nursingHome.hash,nursingHome.id,nursingHome.providerId,nursingHome.addressLine1,nursingHome.addressCity,nursingHome.addressState,nursingHome.addressZipcode,nursingHome.phone,nursingHome.geocodeSource,nursingHome.lon,nursingHome.lat,nursingHome.name,nursingHome.ownershipType,nursingHome.numberOfCertifiedBeds,nursingHome.specialFocusStatus,nursingHome.processingDate,nursingHome.averageNumberOfResidentsInCertifiedBedsFootnote,nursingHome.nursingHomeType,nursingHome.providerResidesInHospital,nursingHome.legalBusinessName,nursingHome.continuingCareRetirementCommunity,nursingHome.withResidentAndFamilyCouncil,nursingHome.sprinklerSystemsInAllRequiredAreas,nursingHome.overallRating,nursingHome.overallRatingFootnote,nursingHome.healthInspectionRating,nursingHome.healthInspectionRatingFootnote,nursingHome.qmRating,nursingHome.qmRatingFootnote,nursingHome.staffingRating,nursingHome.staffingRatingFootnote,nursingHome.rnStaffingRating,nursingHome.numberOfFacilityReportedIncidents,nursingHome.numberOfSubstantiatedComplaints,nursingHome.numberOfCitationsFromInfectionControlInspections,nursingHome.numberOfFines,nursingHome.numberOfPaymentDenials,nursingHome.citedForAbuse,nursingHome.longStayQMRating,nursingHome.shortStayQMRating,nursingHome.longStayQMRatingFootnote,nursingHome.shortStayQMRatingFootnote,nursingHome.rnStaffingRatingFootnote,nursingHome.ptStaffingFootnote,nursingHome.ratingCycleOneStandardHealthSurveyDate,nursingHome.ratingCycleOneTotalHealthDeficiencies,nursingHome.ratingCycleTwoStandardHealthSurveyDate,nursingHome.ratingCycleTwoTotalHealthDeficiencies,nursingHome.ratingCycleThreeStandardHealthSurveyDate,nursingHome.ratingCycleThreeTotalHealthDeficiencies,nursingHome.changedOwnershipInLast12Months
64,29.69838,64.834,Trucare Living Centers-Columbus,55a203d8-cdee-43d9-9c27-fecec7110f82,NursingHome,676229,,,,,TX,name,EPSG:4326,Point,"[-96.55994, 29.69838]",,,,,,,,,,2021-09-20T15:23:03.625Z,80179a03faca968f98cd102c04bd8612,55a203d8-cdee-43d9-9c27-fecec7110f82,676229,1511 Montezuma Street,Columbus,TX,78934,9797330500,smartystreets_strict,-96.55994,29.69838,Trucare Living Centers-Columbus,For profit - Corporation,104,,2021-09-01,,Medicare and Medicaid,False,West Wharton County Hospital District,False,Resident,Yes,1,,1.0,,2.0,,2.0,,1.0,0,4,1,0,0,False,3.0,2.0,,,,,2019-09-18,7.0,2018-09-07,4.0,2017-09-28,9.0,False
65,29.79034,64.912,Vibralife of Katy Rehabilitation Center,01f4c023-68ca-4e5d-a2f7-e48e5b03c33a,NursingHome,676454,,,,,TX,name,EPSG:4326,Point,"[-95.82551, 29.79034]",,,,,,,,,,2021-09-20T15:23:03.921Z,da97e85fe5c715e2d507d2c7ab50d5c3,01f4c023-68ca-4e5d-a2f7-e48e5b03c33a,676454,1222 Park West Green Drive,Katy,TX,77493,3467626300,smartystreets_strict,-95.82551,29.79034,Vibralife of Katy Rehabilitation Center,For profit - Corporation,70,,2021-09-01,,Medicare and Medicaid,False,Vibralife of Katy LLC,True,Resident,Yes,5,,4.0,,5.0,,4.0,,5.0,4,9,0,2,0,False,5.0,5.0,,,,,2019-11-01,3.0,2018-09-13,1.0,,,False
66,30.35866,65.183,Elgin Nursing and Rehabilitation Center,efaa2653-b853-4d34-b193-bc8317d4f0c5,NursingHome,676180,,,,,TX,name,EPSG:4326,Point,"[-97.39012, 30.35866]",,,,,,,,,,2021-09-20T15:23:03.580Z,5d0c04f61748953abe87d8a61edf21ad,efaa2653-b853-4d34-b193-bc8317d4f0c5,676180,1373 North Avenue C,Elgin,TX,78621,5122852457,smartystreets_strict,-97.39012,30.35866,Elgin Nursing and Rehabilitation Center,For profit - Corporation,120,,2021-09-01,,Medicare and Medicaid,False,Smithville Hospital Authority,False,Both,Yes,3,,4.0,,3.0,,1.0,,1.0,1,0,1,1,0,False,3.0,3.0,,,,,2019-10-23,6.0,2018-10-03,6.0,2017-09-07,1.0,False
67,29.80042,65.036,Sterling Oaks Rehabilitation,dba28731-e67f-46ea-94ab-6221c01abf05,NursingHome,676417,,,,,TX,name,EPSG:4326,Point,"[-95.80032, 29.80042]",,,,,,,,,,2021-09-20T15:23:03.844Z,06a233f53c46a88fce6a2701085ac19c,dba28731-e67f-46ea-94ab-6221c01abf05,676417,25150 Lakecrest Manor Dr,Katy,TX,77493,2813478200,smartystreets_strict,-95.80032,29.80042,Sterling Oaks Rehabilitation,For profit - Corporation,126,,2021-09-01,,Medicare and Medicaid,False,Legal Business Name Not Available,False,Both,Yes,1,,1.0,,4.0,,3.0,,3.0,10,31,1,5,2,False,3.0,5.0,,,,,2020-01-16,5.0,2019-02-05,23.0,2018-03-02,18.0,False
68,29.96033,65.228,Misty Willow Healthcare and Rehabilitation Center,f2e3ff9e-fbb5-42cd-aa95-5f614949baa7,NursingHome,676251,,,,,TX,name,EPSG:4326,Point,"[-95.55718, 29.96033]",,,,,,,,,,2021-09-20T15:23:03.646Z,42d4ae2ad76fc3a8d10ab61a6711cef7,f2e3ff9e-fbb5-42cd-aa95-5f614949baa7,676251,12921 Misty Willow Dr,Houston,TX,77070,2814697881,smartystreets_strict,-95.55718,29.96033,Misty Willow Healthcare and Rehabilitation Center,For profit - Corporation,124,,2021-09-01,,Medicare and Medicaid,False,Liberty County Hospital District No 1,False,Both,Yes,4,,4.0,,4.0,,2.0,,2.0,12,5,0,3,0,False,5.0,2.0,,,,,2020-01-17,4.0,2019-07-18,0.0,2019-01-12,4.0,False
69,29.90176,65.214,Cypress Pointe Health & Wellness,c348eca9-fa71-445c-a978-0a47471218a0,NursingHome,676482,,,,,TX,name,EPSG:4326,Point,"[-95.62946, 29.90176]",,,,,,,,,,2021-09-20T15:23:03.947Z,badd880ca54e294bc7aaa866f775f14c,c348eca9-fa71-445c-a978-0a47471218a0,676482,8561 Easton Commons Dr.,Houston,TX,77095,8324975479,smartystreets_strict,-95.62946,29.90176,Cypress Pointe Health & Wellness,For profit - Limited Liability company,124,,2021-09-01,,Medicare and Medicaid,False,ML - Easton Commons LLC,False,Resident,Yes,3,,4.0,,3.0,,1.0,,1.0,3,0,0,1,0,False,4.0,3.0,,,,,2021-06-11,5.0,2020-04-02,0.0,,,False
70,29.9697,65.397,Brookdale Place Willowbrook,f0d00877-231e-48af-af9a-868792d15dd3,NursingHome,676236,,,,,TX,name,EPSG:4326,Point,"[-95.54292, 29.9697]",,,,,,,,,,2021-09-20T15:23:03.637Z,745250d94cfe3505bec635a1de3d6766,f0d00877-231e-48af-af9a-868792d15dd3,676236,13500 Breton Ridge,Houston,TX,77070,2818074744,smartystreets_strict,-95.54292,29.9697,Brookdale Place Willowbrook,For profit - Corporation,98,,2021-09-01,,Medicare and Medicaid,False,"Arc Willowbrook, LLC",True,Resident,Yes,4,,3.0,,3.0,,5.0,,5.0,3,1,0,0,0,False,1.0,5.0,,,,,2019-08-15,5.0,2018-09-13,7.0,2017-09-21,7.0,False
71,30.79792,65.713,Will-O-Bell,713a489e-f72a-479a-9442-dbd6c09b2381,NursingHome,676026,,,,,TX,name,EPSG:4326,Point,"[-97.42463, 30.79792]",,,,,,,"[{'code': 2, 'footnote': 'Not enough data available to calculate a star rating.'}]",,,2021-09-20T15:23:03.421Z,dfa32b0d1dfa6d8d2a7204442eeb568a,713a489e-f72a-479a-9442-dbd6c09b2381,676026,412 N Dalton,Bartlett,TX,76511,2545273371,smartystreets_strict,-97.42463,30.79792,Will-O-Bell,For profit - Corporation,90,,2021-09-01,,Medicare and Medicaid,False,"Wob Facility Management, LLC",False,Resident,Yes,5,,5.0,,5.0,,2.0,,2.0,1,0,1,0,0,False,5.0,,,2,,,2019-10-09,2.0,2018-09-27,2.0,2017-09-07,2.0,False
72,29.96731,65.579,The Medical Resort at Willowbrook,eb98e9bf-bad2-4438-a4a7-07d5766a25a5,NursingHome,676433,,,,,TX,name,EPSG:4326,Point,"[-95.54134, 29.96731]",,,,,"[{'code': 12, 'footnote': 'This facility either did not submit staffing data, has reported a high number of days without a registered nurse onsite, or submitted data that could not be verified through an audit.'}]",,,"[{'code': 12, 'footnote': 'This facility either did not submit staffing data, has reported a high number of days without a registered nurse onsite, or submitted data that could not be verified through an audit.'}]",,2021-09-20T15:23:03.898Z,c430189f694baf5db2c5cbb8f9401fb3,eb98e9bf-bad2-4438-a4a7-07d5766a25a5,676433,13220 Breton Ridge St,Houston,TX,77070,9724422900,smartystreets_strict,-95.54134,29.96731,The Medical Resort at Willowbrook,For profit - Individual,104,,2021-09-01,,Medicare and Medicaid,False,"Apollo Healthcare at Willowbrook, LLC",False,Resident,Yes,1,,1.0,,3.0,,1.0,12,1.0,0,29,11,0,1,False,3.0,4.0,,,12,,2019-12-11,22.0,2018-11-09,9.0,2017-08-17,9.0,False
73,29.92579,65.844,Park Manor of Cyfair,0fce41c1-f987-4301-aa42-90b2b09df46b,NursingHome,675818,,,,,TX,name,EPSG:4326,Point,"[-95.58295, 29.92579]",,,,,,,,,,2021-09-20T15:23:03.224Z,85566b0cacbe99328249ea2fc3a46b35,0fce41c1-f987-4301-aa42-90b2b09df46b,675818,11001 Crescent Moon Dr,Houston,TX,77064,2814778877,smartystreets_strict,-95.58295,29.92579,Park Manor of Cyfair,For profit - Corporation,120,,2021-09-01,,Medicare and Medicaid,False,Winnie-Stowell Hospital District,False,Resident,Yes,3,,2.0,,5.0,,2.0,,2.0,1,1,0,0,0,False,5.0,4.0,,,,,2020-11-11,13.0,2019-03-29,1.0,2018-03-23,4.0,False
74,29.92583,65.891,Texas Institute for Clinically Complex Care,9a0b7626-3b59-4bb0-a8b3-fb5b10a2b7af,NursingHome,455815,,,,,TX,name,EPSG:4326,Point,"[-95.58175, 29.92583]",,,,,,,,,,2021-09-20T15:23:00.158Z,36d60e77a89d56c87bad813cf160d444,9a0b7626-3b59-4bb0-a8b3-fb5b10a2b7af,455815,10851 Crescent Moon Dr,Houston,TX,77064,2819554100,smartystreets_strict,-95.58175,29.92583,Texas Institute for Clinically Complex Care,For profit - Limited Liability company,202,SFF Candidate,2021-09-01,,Medicare and Medicaid,False,Cypresswood TX Healthcare LLC,False,Resident,Yes,1,,1.0,,1.0,,1.0,,1.0,4,40,0,2,2,False,1.0,1.0,,,,,2019-05-02,18.0,2018-04-13,17.0,2017-04-20,33.0,False
75,29.7678,66.405,Spanish Meadows Nursing & Rehab,a5ef80ee-9463-4b13-825f-fd8755b4bd0b,NursingHome,676064,,,,,TX,name,EPSG:4326,Point,"[-95.82119, 29.7678]",,,,,,,,,,2021-09-20T15:23:03.456Z,b8089fd6974f9cc0adb728466ed1c92b,a5ef80ee-9463-4b13-825f-fd8755b4bd0b,676064,1480 Katy Flewellen,Katy,TX,77494,2813940088,smartystreets_strict,-95.82119,29.7678,Spanish Meadows Nursing & Rehab,For profit - Partnership,125,,2021-09-01,,Medicare and Medicaid,False,Spanish Meadows of Katy Ltd,False,Resident,Yes,5,,4.0,,5.0,,3.0,,3.0,0,1,0,0,0,False,4.0,5.0,,,,,2019-07-12,7.0,2018-08-09,2.0,2017-08-17,5.0,False
76,30.09008,66.78,Bastrop Lost Pines Nursing and Rehabilitation Cent,0d4859a3-2600-4582-8685-f31adbb48dcd,NursingHome,676222,,,,,TX,name,EPSG:4326,Point,"[-97.27608, 30.09008]",,,,,,,,,,2021-09-20T15:23:03.620Z,2089875cd2673ed80a0adc28ab62b3fe,0d4859a3-2600-4582-8685-f31adbb48dcd,676222,430 Old Austin Hwy,Bastrop,TX,78602,5123213527,smartystreets_strict,-97.27608,30.09008,Bastrop Lost Pines Nursing and Rehabilitation Cent,For profit - Corporation,120,,2021-09-01,,Medicare and Medicaid,False,Smithville Hospital Authority,False,Resident,Yes,2,,3.0,,4.0,,1.0,,1.0,1,4,0,0,0,False,4.0,4.0,,,,,2019-03-27,11.0,2018-03-21,8.0,2017-03-23,2.0,False
77,30.09008,66.78,Bastrop Nursing Center,09013dd5-f1bc-4e0b-9149-d11ea8d657c9,NursingHome,675356,,,,,TX,name,EPSG:4326,Point,"[-97.27608, 30.09008]",,,,,,,,,,2021-09-20T15:23:02.938Z,5b351c6860c987621a16a932eb1f243c,09013dd5-f1bc-4e0b-9149-d11ea8d657c9,675356,400 Old Austin Hwy,Bastrop,TX,78602,5123212529,smartystreets_strict,-97.27608,30.09008,Bastrop Nursing Center,For profit - Corporation,96,,2021-09-01,,Medicare and Medicaid,False,Oakbend Medical Center,False,Resident,Yes,2,,2.0,,4.0,,2.0,,2.0,1,5,3,3,0,False,5.0,4.0,,,,,2021-02-04,4.0,2019-11-14,18.0,2018-11-07,9.0,False
78,29.77654,66.97,The Grace Care Center of Katy,c5e4b96f-2d7b-4511-ab2b-4451fc2f9698,NursingHome,676195,,,,,TX,name,EPSG:4326,Point,"[-95.78334, 29.77654]",,,,,,,,,,2021-09-20T15:23:03.589Z,2aae4b5c63eef4185b297cf233ee6b85,c5e4b96f-2d7b-4511-ab2b-4451fc2f9698,676195,23553 West Fernhurst Drive,Katy,TX,77494,2813943900,smartystreets_strict,-95.78334,29.77654,The Grace Care Center of Katy,For profit - Partnership,130,,2021-09-01,,Medicare and Medicaid,False,Darlene Investment Group - Katy Inc.,False,Resident,Yes,2,,1.0,,5.0,,3.0,,2.0,3,16,0,0,0,False,5.0,5.0,,,,,2019-08-30,13.0,2018-09-27,9.0,2017-09-21,11.0,False
79,31.08175,67.548,William R Courtney Texas State Veterans Home,92fb314c-e7bf-4844-a531-1d81e11b2c15,NursingHome,675857,,,,,TX,name,EPSG:4326,Point,"[-97.34258, 31.08175]",,,,,,,"[{'code': 2, 'footnote': 'Not enough data available to calculate a star rating.'}]",,,2021-09-20T15:23:03.258Z,7b95c4c6e77e96a874ab184f222d4053,92fb314c-e7bf-4844-a531-1d81e11b2c15,675857,1424 Martin Luther King Jr LN,Temple,TX,76504,2547918280,smartystreets_strict,-97.34258,31.08175,William R Courtney Texas State Veterans Home,For profit - Corporation,160,,2021-09-01,,Medicare and Medicaid,False,State of Texas Veterans Land Board,False,Both,Yes,5,,4.0,,5.0,,3.0,,2.0,0,0,0,1,0,False,5.0,,,2,,,2019-06-05,3.0,2018-05-17,2.0,2017-04-06,1.0,False
80,29.79051,67.404,Oakmont Healthcare and Rehabilitation Center of Ka,9c02bb5d-3b64-4fcb-a000-8524655439ed,NursingHome,455703,,,,,TX,name,EPSG:4326,Point,"[-95.74233, 29.79051]",,,,,,,,,,2021-09-20T15:23:00.105Z,65f1cde7acbc543df8d2009ac4c79cfd,9c02bb5d-3b64-4fcb-a000-8524655439ed,455703,1525 Tull Dr,Katy,TX,77449,2815781600,smartystreets_strict,-95.74233,29.79051,Oakmont Healthcare and Rehabilitation Center of Ka,For profit - Corporation,130,,2021-09-01,,Medicare and Medicaid,False,Legal Business Name Not Available,False,Both,Yes,2,,2.0,,4.0,,3.0,,4.0,1,9,7,1,0,False,4.0,3.0,,,,,2021-06-17,2.0,2020-03-11,11.0,2019-02-20,7.0,False
81,30.02322,67.544,Northwest Health and Rehabilitation Center,01f47346-e5b3-4cf7-8fac-14b567cf17e3,NursingHome,455714,,,,,TX,name,EPSG:4326,Point,"[-95.44318, 30.02322]",,,,,,,,,,2021-09-20T15:23:00.107Z,c87c8f93b2f0908f34829e7085d8618a,01f47346-e5b3-4cf7-8fac-14b567cf17e3,455714,17600 Cali Dr,Houston,TX,77090,2814409000,smartystreets_strict,-95.44318,30.02322,Northwest Health and Rehabilitation Center,For profit - Corporation,148,,2021-09-01,,Medicare and Medicaid,False,Ssc Houston Northwest Operating Company LLC,False,Resident,Yes,1,,2.0,,1.0,,2.0,,2.0,2,8,1,0,0,False,2.0,1.0,,,,,2021-04-23,10.0,2019-04-05,5.0,2018-04-27,8.0,False
82,30.02502,67.726,The Heights of North Houston,1438ac0c-21a3-4e4b-84a7-7f6774e2fa19,NursingHome,676356,,,,,TX,name,EPSG:4326,Point,"[-95.43775, 30.02502]",,,,,,,,,,2021-09-20T15:23:03.776Z,89b8b17b54a4d5694b0d1cca1b8675e1,1438ac0c-21a3-4e4b-84a7-7f6774e2fa19,676356,303 Hollow Tree Lane,Houston,TX,77090,8327058700,smartystreets_strict,-95.43775,30.02502,The Heights of North Houston,Government - Hospital district,131,,2021-09-01,,Medicare and Medicaid,False,Liberty County Hospital District No 1,False,Resident,Yes,3,,3.0,,5.0,,1.0,,1.0,3,8,0,1,0,False,5.0,4.0,,,,,2020-02-27,5.0,2019-02-28,10.0,2018-02-09,8.0,False
83,30.02405,67.799,Park Manor of Cypress Station,c80e5054-615e-4ca4-9823-68834ea6c3a2,NursingHome,675986,,,,,TX,name,EPSG:4326,Point,"[-95.43706, 30.02405]",,,,,,,,,,2021-09-20T15:23:03.382Z,11a260c96de8e6e9f36a652ce407064e,c80e5054-615e-4ca4-9823-68834ea6c3a2,675986,420 Lantern Bend Dr,Houston,TX,77090,8322496500,smartystreets_strict,-95.43706,30.02405,Park Manor of Cypress Station,For profit - Limited Liability company,125,,2021-09-01,,Medicare and Medicaid,False,Winnie-Stowell Hospital District,False,Resident,Yes,1,,2.0,,3.0,,1.0,,1.0,11,13,1,2,1,False,4.0,3.0,,,,,2019-10-11,10.0,2018-10-19,8.0,2017-11-17,8.0,False
84,31.06166,67.983,Cornerstone Gardens LLP,805947fb-ad6f-4ebc-87fb-bd4a6bc39eb8,NursingHome,676196,,,,,TX,name,EPSG:4326,Point,"[-97.36275, 31.06166]",,,,,,,,,,2021-09-20T15:23:03.589Z,f8966a6e1b391b22b64b3206c9b86807,805947fb-ad6f-4ebc-87fb-bd4a6bc39eb8,676196,763 Marlandwood Rd,Temple,TX,76505,2547715950,smartystreets_strict,-97.36275,31.06166,Cornerstone Gardens LLP,For profit - Individual,130,,2021-09-01,,Medicare and Medicaid,False,Cornerstone Gardens L L P,False,Both,Yes,5,,4.0,,5.0,,2.0,,2.0,0,1,0,0,0,False,5.0,5.0,,,,,2019-05-15,3.0,2018-04-27,2.0,2017-03-22,2.0,False
85,29.77929,67.85,Mason Creek Transitional Care of Katy,60553b50-1871-4625-a1c0-3d466e526caa,NursingHome,676194,,,,,TX,name,EPSG:4326,Point,"[-95.74908, 29.77929]",,,,,,,,,,2021-09-20T15:23:03.588Z,f69ba6d7873c156e2a0a462a88caa497,60553b50-1871-4625-a1c0-3d466e526caa,676194,21727 Provincial Blvd,Katy,TX,77450,2817171302,smartystreets_strict,-95.74908,29.77929,Mason Creek Transitional Care of Katy,For profit - Corporation,125,,2021-09-01,,Medicare and Medicaid,False,Liberty County Hospital District No 1,False,Both,Yes,1,,1.0,,3.0,,3.0,,3.0,5,15,0,3,0,False,4.0,3.0,,,,,2019-08-08,10.0,2018-07-12,14.0,2017-07-13,19.0,False
86,31.06352,68.376,Tlc East Nursing and Rehabilitation,a1094d12-e51e-4369-a577-158cb95da1ed,NursingHome,675946,,,,,TX,name,EPSG:4326,Point,"[-97.36908, 31.06352]",,,,,,,,,,2021-09-20T15:23:03.343Z,9a87e5b8deb951b5b582f4b524267dc3,a1094d12-e51e-4369-a577-158cb95da1ed,675946,1511 Marlandwood Rd,Temple,TX,76502,2548996500,smartystreets_strict,-97.36908,31.06352,Tlc East Nursing and Rehabilitation,For profit - Corporation,138,,2021-09-01,,Medicare and Medicaid,False,Caraday Temple East LLC,False,Resident,Yes,5,,5.0,,5.0,,1.0,,1.0,0,2,1,0,0,False,4.0,5.0,,,,,2019-12-05,2.0,2018-12-05,0.0,2017-11-21,3.0,False
87,29.97924,68.32,Villa Toscana at Cypress Woods,83ce0800-2036-414e-9832-55cf82952bac,NursingHome,676239,,,,,TX,name,EPSG:4326,Point,"[-95.46754, 29.97924]",,,,,,,,,,2021-09-20T15:23:03.639Z,82c4c7a95c6125cf13da80aa36109e60,83ce0800-2036-414e-9832-55cf82952bac,676239,15015 Cypress Woods Medical Dr,Houston,TX,77014,2815866088,smartystreets_invalid,-95.46754,29.97924,Villa Toscana at Cypress Woods,Government - Hospital district,120,SFF Candidate,2021-09-01,,Medicare and Medicaid,False,South Limestone Hospital District,False,Resident,Yes,1,,1.0,,4.0,,3.0,,3.0,5,13,0,1,1,True,4.0,3.0,,,,,2019-07-17,17.0,2018-08-10,5.0,2017-07-13,8.0,False
88,29.70379,68.192,Parkview Manor Nursing and Rehabilitation,a11d4042-5251-464a-8df6-630a89df01c5,NursingHome,675922,,,,,TX,name,EPSG:4326,Point,"[-96.77154, 29.70379]",,,,,,,,,,2021-09-20T15:23:03.321Z,22dfdf431b766ae9cde9ee607036b95b,a11d4042-5251-464a-8df6-630a89df01c5,675922,206 N Smith St,Weimar,TX,78962,9797258564,smartystreets_strict,-96.77154,29.70379,Parkview Manor Nursing and Rehabilitation,For profit - Corporation,94,,2021-09-01,,Medicare and Medicaid,False,"Weimar Ltc Partners, Inc.",False,Resident,Yes,1,,1.0,,2.0,,3.0,,1.0,4,7,2,0,1,False,1.0,4.0,,,,,2019-08-21,9.0,2018-09-27,5.0,2017-09-28,8.0,False
89,31.05956,68.483,Morada Temple,93e3d9cc-2f66-43be-8c0f-d6cf0200d5fb,NursingHome,676364,,,,,TX,name,EPSG:4326,Point,"[-97.37335, 31.05956]",,,,,,,,,,2021-09-20T15:23:03.781Z,a12a6ce0d73106430c1b6c956eb65463,93e3d9cc-2f66-43be-8c0f-d6cf0200d5fb,676364,4312 S 31st St,Temple,TX,76502,2547711226,smartystreets_strict,-97.37335,31.05956,Morada Temple,For profit - Limited Liability company,60,,2021-09-01,,Medicare and Medicaid,False,Legal Business Name Not Available,True,Resident,Yes,5,,4.0,,5.0,,4.0,,3.0,0,1,1,0,0,False,4.0,5.0,,,,,2019-09-25,5.0,2018-09-13,4.0,2017-06-22,2.0,True
90,29.79353,68.392,Solera at West Houston,f97cbafa-b888-4e50-8958-3c54e6888a5f,NursingHome,676310,,,,,TX,name,EPSG:4326,Point,"[-95.70651, 29.79353]",,,,,,,,,,2021-09-20T15:23:03.723Z,088ba680dd1388ba2528dab0d84dcc02,f97cbafa-b888-4e50-8958-3c54e6888a5f,676310,2101 Greenhouse Road,Houston,TX,77084,2815995540,smartystreets_strict,-95.70651,29.79353,Solera at West Houston,For profit - Limited Liability company,112,,2021-09-01,,Medicare and Medicaid,False,Memorial Medical Center,False,Resident,Yes,1,,1.0,,4.0,,2.0,,2.0,2,26,0,3,1,False,3.0,5.0,,,,,2020-02-28,12.0,2019-01-12,15.0,2018-02-02,22.0,False
91,29.90363,68.509,Legend Oaks Healthcare and Rehabilitation Center -,9874f4ad-416a-4f95-9aa5-4e6678a719cc,NursingHome,676137,,,,,TX,name,EPSG:4326,Point,"[-95.54523, 29.90363]",,,,,,,,,,2021-09-20T15:23:03.524Z,98b7d8e55389766ac9c9f6c1d807f543,9874f4ad-416a-4f95-9aa5-4e6678a719cc,676137,8902 West Rd,Houston,TX,77064,7138490990,smartystreets_strict,-95.54523,29.90363,Legend Oaks Healthcare and Rehabilitation Center -,For profit - Limited Liability company,125,,2021-09-01,,Medicare and Medicaid,False,Liberty County Hospital District No 1,False,Resident,Yes,2,,3.0,,4.0,,1.0,,1.0,5,3,1,1,0,False,3.0,4.0,,,,,2020-09-11,8.0,2019-04-12,7.0,2018-06-15,7.0,False
92,31.06552,68.636,Tlc West Nursing and Rehabilitation,6fb60eb3-da8b-4a47-8d9f-ec22eb51a4d5,NursingHome,455522,,,,,TX,name,EPSG:4326,Point,"[-97.37283, 31.06552]",,,,,,,,,,2021-09-20T15:23:00.008Z,72c4e92fedcf068145e083eb35c804fb,6fb60eb3-da8b-4a47-8d9f-ec22eb51a4d5,455522,1700 Marlandwood Rd,Temple,TX,76502,2547436200,smartystreets_strict,-97.37283,31.06552,Tlc West Nursing and Rehabilitation,For profit - Corporation,104,,2021-09-01,,Medicare and Medicaid,False,Caraday Temple West LLC,False,Both,Yes,5,,4.0,,5.0,,3.0,,3.0,0,0,0,0,0,False,5.0,5.0,,,,,2019-09-12,3.0,2018-08-30,4.0,2017-06-15,5.0,False
93,31.07871,68.676,Baylor Scott & White Continuing Care Hospital Skil,5ab9e56d-be81-4e14-8413-3e456406dcee,NursingHome,455069,,,,,TX,name,EPSG:4326,Point,"[-97.36586, 31.07871]",,,,,,"[{'code': 2, 'footnote': 'Not enough data available to calculate a star rating.'}]",,,,2021-09-20T15:22:59.970Z,45b6c694087a20c72d30f5c7a6b46038,5ab9e56d-be81-4e14-8413-3e456406dcee,455069,2401 South 31st St,Temple,TX,76504,2547718200,smartystreets_strict,-97.36586,31.07871,Baylor Scott & White Continuing Care Hospital Skil,Non profit - Corporation,23,,2021-09-01,,Medicare,False,Scott & White Continuing Care Hospital,False,None,Yes,5,,5.0,,5.0,,5.0,,5.0,0,0,0,0,0,False,,5.0,2,,,,2020-11-03,1.0,2019-08-01,0.0,2018-07-11,4.0,False
94,31.08391,68.741,Wellington Rehabilitation and Healthcare,a2df393e-6c63-4f17-a245-064890010147,NursingHome,455637,,,,,TX,name,EPSG:4326,Point,"[-97.36398, 31.08391]",,,,,,,,,,2021-09-20T15:23:00.077Z,97a1f7c28cabbab37687d79a18b8b0c7,a2df393e-6c63-4f17-a245-064890010147,455637,1802 S 31st,Temple,TX,76504,2547784231,smartystreets_strict,-97.36398,31.08391,Wellington Rehabilitation and Healthcare,Government - Hospital district,124,,2021-09-01,,Medicare and Medicaid,True,Eastland Memorial Hospital District,False,Resident,Yes,3,,3.0,,5.0,,1.0,,1.0,0,2,0,0,0,False,5.0,4.0,,,,,2019-03-20,9.0,2018-03-01,3.0,2017-01-12,3.0,False
95,31.0764,68.854,Weston Inn Nusring and Rehabilitation,831aa2d5-f1af-47c1-abb3-b5967c8efb8a,NursingHome,675797,,,,,TX,name,EPSG:4326,Point,"[-97.3706, 31.0764]",,,,,,,,,,2021-09-20T15:23:03.204Z,dd13377bc10065a92011869ed1da8db1,831aa2d5-f1af-47c1-abb3-b5967c8efb8a,675797,2505 S 37th St,Temple,TX,76504,5126418805,smartystreets_strict,-97.3706,31.0764,Weston Inn Nusring and Rehabilitation,For profit - Corporation,120,,2021-09-01,,Medicare and Medicaid,False,Stratford Hospital District,False,Resident,Yes,3,,3.0,,4.0,,3.0,,3.0,0,2,0,1,0,False,5.0,3.0,,,,,2020-01-29,3.0,2019-01-11,7.0,2017-12-14,7.0,False
96,30.1117,68.965,Silver Pines Nursing and Rehabilitation Center,86bf8bdd-9baf-491a-a798-7bb09a0bc4f3,NursingHome,675434,,,,,TX,name,EPSG:4326,Point,"[-97.33469, 30.1117]",,,,,,,,,,2021-09-20T15:23:02.956Z,d9412fa33f6eeda94a01a3d31408a14b,86bf8bdd-9baf-491a-a798-7bb09a0bc4f3,675434,503 Old Austin Highway,Bastrop,TX,78602,5123216220,smartystreets_strict,-97.33469,30.1117,Silver Pines Nursing and Rehabilitation Center,For profit - Corporation,122,,2021-09-01,,Medicare and Medicaid,False,Smithville Hospital Authority,False,Resident,Yes,1,,1.0,,4.0,,1.0,,1.0,2,4,3,0,0,False,5.0,3.0,,,,,2019-05-15,9.0,2018-05-16,10.0,2017-05-12,6.0,False
